first_publish_year,theme_label,book_count,weighted_popularity,avg_popularity_score,year_weighted_popularity,popularity_share,popularity_share_pct
1997,Dystopian / Post-Apocalyptic,5,12.836400988267304,-0.08094914316089186,578.4022177745666,0.022192862672027854,2.2192862672027855
1997,Epic / High Fantasy,21,87.79727936926027,0.11208234127642631,578.4022177745666,0.15179277788225812,15.179277788225813
1997,Middle Grade Fantasy,54,237.14964504009973,-0.15154084089313058,578.4022177745666,0.41000818764586633,41.00081876458663
1997,Mythology Adventure,4,14.371432865674217,-0.12403478744535255,578.4022177745666,0.024846780361543343,2.4846780361543344
1997,Paranormal / Supernatural,18,60.62408316432206,-0.08409944099624495,578.4022177745666,0.10481301990434348,10.481301990434348
1997,Paranormal Romance,8,24.051577083652248,0.3019359946954292,578.4022177745666,0.0415827884896292,4.15827884896292
1997,Romantasy,3,13.671196901090049,0.49124688448619264,578.4022177745666,0.023636141911230407,2.3636141911230406
1997,Science Fiction,35,127.90060236220067,-0.2100748374551186,578.4022177745666,0.22112744113310123,22.11274411331012
1998,Dystopian / Post-Apocalyptic,5,13.0934625647472,0.1483308687976518,446.31534016517065,0.029336797072450217,2.933679707245022
1998,Epic / High Fantasy,16,68.3749189789459,0.1659273746263254,446.31534016517065,0.15319867552309982,15.319867552309981
1998,Middle Grade Fantasy,41,183.63397279216298,0.04245173096579428,446.31534016517065,0.4114444570159843,41.14444570159843
1998,Mythology Adventure,5,25.292531033412928,-0.08185294697415002,446.31534016517065,0.05666964309148049,5.666964309148049
1998,Paranormal / Supernatural,12,42.9215141169424,-0.33457151664939366,446.31534016517065,0.096168583632053,9.6168583632053
1998,Paranormal Romance,6,18.967979193468242,0.20317834077490862,446.31534016517065,0.04249905276939091,4.24990527693909
1998,Science Fiction,24,94.03096148549099,-0.32682195072115466,446.31534016517065,0.2106827908955412,21.06827908955412
1999,Dystopian / Post-Apocalyptic,8,24.84034314091659,-0.20615158475557305,564.5152953178404,0.04400295855036253,4.400295855036253
1999,Epic / High Fantasy,14,58.80604779506904,0.0688337269005632,564.5152953178404,0.1041708670833433,10.417086708334331
1999,Middle Grade Fantasy,57,276.21503071095015,0.10930027922967946,564.5152953178404,0.4892959198836803,48.92959198836803
1999,Mythology Adventure,8,18.902142133501616,-0.4568402116972936,564.5152953178404,0.03348384408762405,3.348384408762405
1999,Paranormal / Supernatural,18,92.48231019465916,-0.1735966415965246,564.5152953178404,0.16382604857958477,16.382604857958476
1999,Paranormal Romance,2,5.549484911242736,0.17009469826657045,564.5152953178404,0.009830530646859084,0.9830530646859084
1999,Romantasy,1,2.2965418706367577,0.437646673964319,564.5152953178404,0.004068165893261989,0.4068165893261989
1999,Science Fiction,27,85.42339456086425,-0.18946414542985474,564.5152953178404,0.15132166527528385,15.132166527528385
2000,Dystopian / Post-Apocalyptic,9,26.46675743537446,0.031927831185686935,682.7619660175637,0.03876425277428769,3.876425277428769
2000,Epic / High Fantasy,21,84.57139891568697,0.2725221863395915,682.7619660175637,0.12386659352010743,12.386659352010742
2000,Middle Grade Fantasy,75,325.31130738618674,0.15236258730070362,682.7619660175637,0.47646372173258733,47.64637217325873
2000,Mythology Adventure,16,63.28041634745046,-0.28595360549529336,682.7619660175637,0.09268298396372976,9.268298396372977
2000,Paranormal / Supernatural,17,58.29577197886237,0.32993404862805054,682.7619660175637,0.08538227798319208,8.538227798319207
2000,Paranormal Romance,6,19.210528395841067,0.3162965754967822,682.7619660175637,0.028136494637937822,2.8136494637937823
2000,Romantasy,1,3.167830241848858,-0.116318454248238,682.7619660175637,0.004639728630940416,0.4639728630940416
2000,Science Fiction,33,102.45795531631278,-0.1289070702994409,682.7619660175637,0.15006394675721743,15.006394675721744
2001,Dystopian / Post-Apocalyptic,8,24.619922830817522,0.24513468885112344,822.041121796765,0.029949746038257632,2.994974603825763
2001,Epic / High Fantasy,29,107.76105525420479,0.3879878903296839,822.041121796765,0.13108961631830238,13.108961631830237
2001,Middle Grade Fantasy,77,330.71287833566527,0.05478379490238157,822.041121796765,0.40230697658143205,40.23069765814321
2001,Mythology Adventure,9,43.6305273288842,-0.13505639059636973,822.041121796765,0.05307584520044372,5.307584520044372
2001,Paranormal / Supernatural,34,126.9121513679392,-0.011176676725991227,822.041121796765,0.154386621304957,15.4386621304957
2001,Paranormal Romance,18,59.32563455101497,0.2512928296962229,822.041121796765,0.07216869445818573,7.216869445818573
2001,Romantasy,2,7.107811230301374,0.6558322923554204,822.041121796765,0.008646539743371444,0.8646539743371444
2001,Science Fiction,36,121.9711408979376,-0.056086659746535455,822.041121796765,0.14837596035504996,14.837596035504996
2002,Dystopian / Post-Apocalyptic,9,25.982999034008337,-0.0024488918387983727,929.5511107026593,0.02795220051360862,2.7952200513608623
2002,Epic / High Fantasy,29,117.01312763015403,0.24770097022790394,929.5511107026593,0.12588132732335972,12.588132732335971
2002,Middle Grade Fantasy,79,349.07340975970885,0.10714420251794286,929.5511107026593,0.3755290115202379,37.552901152023786
2002,Mythology Adventure,7,33.23616370206949,-0.29941140248051695,929.5511107026593,0.03575506856954413,3.5755068569544126
2002,Paranormal / Supernatural,33,126.84921652376619,0.19755612577932216,929.5511107026593,0.13646287445978014,13.646287445978015
2002,Paranormal Romance,16,49.717465339815725,0.043249532604901914,929.5511107026593,0.053485456331964006,5.348545633196401
2002,Romantasy,8,26.264635039436758,0.3394435276846444,929.5511107026593,0.02825518116974008,2.825518116974008
