word,weighted_share_after,book_mentions,weighted_share_before,era_transition,share_change
rowe,8.548742052636663e-05,7.0,1.0990682785690002e-05,2009-2013 to 2014-2018,7.449673774067664e-05
electrifying,0.00010267013464312814,11.0,2.8361111300640116e-05,2009-2013 to 2014-2018,7.430902334248803e-05
cunning,0.00013509169531668124,16.0,6.090748923142565e-05,2009-2013 to 2014-2018,7.418420608525558e-05
allyssa,7.398357542455451e-05,3.0,0.0,2009-2013 to 2014-2018,7.398357542455451e-05
real,0.0008432785806225899,86.0,0.0007698519057121672,2009-2013 to 2014-2018,7.342667491042271e-05
lux,7.329328437976315e-05,7.0,0.0,2009-2013 to 2014-2018,7.329328437976315e-05
somewhere,0.00013016102806154674,16.0,5.689077873572909e-05,2009-2013 to 2014-2018,7.327024932581765e-05
fast-paced,0.00015294468333816285,18.0,7.968766665207465e-05,2009-2013 to 2014-2018,7.32570166860882e-05
invaders,9.65323393925102e-05,6.0,2.338393132791724e-05,2009-2013 to 2014-2018,7.314840806459297e-05
nik,7.310248050691989e-05,3.0,0.0,2009-2013 to 2014-2018,7.310248050691989e-05
race,0.000665208140805319,68.0,0.0005921087104394472,2009-2013 to 2014-2018,7.309943036587182e-05
smoke,0.00017686258142108873,11.0,0.00010383470484347648,2009-2013 to 2014-2018,7.302787657761224e-05
taught,0.0001382926056579995,16.0,6.530262699532584e-05,2009-2013 to 2014-2018,7.298997866267368e-05
intended,0.00013104752834966282,16.0,5.8157775545066676e-05,2009-2013 to 2014-2018,7.288975280459614e-05
zodiac,8.12019556322187e-05,3.0,8.343214055961073e-06,2009-2013 to 2014-2018,7.285874157625762e-05
heartbreaking,0.00010715328184291582,13.0,3.432196028316083e-05,2009-2013 to 2014-2018,7.283132155975499e-05
break,0.00046962306187427487,56.0,0.0003968727592664779,2009-2013 to 2014-2018,7.275030260779695e-05
hall,0.00016501204006300388,15.0,9.227013057179185e-05,2009-2013 to 2014-2018,7.274190949121204e-05
amara,7.25362467888314e-05,4.0,0.0,2009-2013 to 2014-2018,7.25362467888314e-05
ship,0.00035737638201900824,31.0,0.0002850652866010976,2009-2013 to 2014-2018,7.231109541791064e-05
wilder,8.431122124632858e-05,4.0,1.2053172255669946e-05,2009-2013 to 2014-2018,7.225804899065863e-05
nobody,0.00020143148208973414,18.0,0.00012940611311062562,2009-2013 to 2014-2018,7.202536897910853e-05
tiny,0.0001694173006790496,20.0,9.757746576635484e-05,2009-2013 to 2014-2018,7.183983491269477e-05
since,0.0011690455969079955,117.0,0.0010973043798827907,2009-2013 to 2014-2018,7.174121702520483e-05
crew,0.00028316790171961295,28.0,0.0002114623098864193,2009-2013 to 2014-2018,7.170559183319365e-05
politics,0.00013541070674214946,15.0,6.384210775041633e-05,2009-2013 to 2014-2018,7.156859899173313e-05
generation,0.0001597627392959258,15.0,8.821644026257711e-05,2009-2013 to 2014-2018,7.15462990333487e-05
steve,7.547152805233269e-05,6.0,4.041705694280868e-06,2009-2013 to 2014-2018,7.142982235805182e-05
actually,0.0003342251469786464,38.0,0.00026297587804050427,2009-2013 to 2014-2018,7.124926893814211e-05
ranks,0.0001269776568135623,14.0,5.574317087422499e-05,2009-2013 to 2014-2018,7.12344859393373e-05
novellas,0.00012288531686034735,11.0,5.170475668267204e-05,2009-2013 to 2014-2018,7.118056017767532e-05
abigail,8.844198065595145e-05,3.0,1.737309597221626e-05,2009-2013 to 2014-2018,7.10688846837352e-05
closer,0.0005222147037669999,57.0,0.0004512478245495033,2009-2013 to 2014-2018,7.096687921749655e-05
winning,0.00018271798931329016,22.0,0.00011178418003772964,2009-2013 to 2014-2018,7.093380927556053e-05
cage,0.00010662135495320875,11.0,3.599100301688527e-05,2009-2013 to 2014-2018,7.063035193632347e-05
fill,9.239045989693012e-05,11.0,2.1951534717027984e-05,2009-2013 to 2014-2018,7.043892517990214e-05
cal,7.477866709539319e-05,7.0,4.408531298394928e-06,2009-2013 to 2014-2018,7.037013579699826e-05
fate,0.0011215515929019885,115.0,0.0010512301511083314,2009-2013 to 2014-2018,7.032144179365714e-05
dauntless,8.246116909749742e-05,5.0,1.2476962147032269e-05,2009-2013 to 2014-2018,6.998420695046515e-05
flames,0.00014668711830435915,14.0,7.684573286269791e-05,2009-2013 to 2014-2018,6.984138544166124e-05
indie,9.052968225719728e-05,6.0,2.0877903293967426e-05,2009-2013 to 2014-2018,6.965177896322986e-05
fears,0.0003547561136780616,40.0,0.00028529412904871774,2009-2013 to 2014-2018,6.946198462934387e-05
target,0.00019024877985004436,23.0,0.00012081890081653105,2009-2013 to 2014-2018,6.942987903351331e-05
believes,0.00033489542216982344,39.0,0.0002655711002842832,2009-2013 to 2014-2018,6.932432188554025e-05
hold,0.0004345773075314337,49.0,0.00036533095263057184,2009-2013 to 2014-2018,6.924635490086187e-05
maxon,8.782255953528844e-05,7.0,1.8678570508028734e-05,2009-2013 to 2014-2018,6.91439890272597e-05
succeed,0.00017278537121402093,20.0,0.00010383948713564903,2009-2013 to 2014-2018,6.89458840783719e-05
photographs,9.23960628671356e-05,10.0,2.3510830693369936e-05,2009-2013 to 2014-2018,6.888523217376566e-05
epilogue,7.346604293179716e-05,6.0,4.8544309969604285e-06,2009-2013 to 2014-2018,6.861161193483673e-05
glory,0.00012416112019195415,10.0,5.566180969997821e-05,2009-2013 to 2014-2018,6.849931049197593e-05
neverland,8.11493066834392e-05,4.0,1.268179313570922e-05,2009-2013 to 2014-2018,6.846751354772998e-05
kiera,9.532556974993308e-05,8.0,2.695800885993197e-05,2009-2013 to 2014-2018,6.836756089000112e-05
long,0.00117940067054574,133.0,0.0011110573132435322,2009-2013 to 2014-2018,6.834335730220779e-05
wraith,7.317968094042861e-05,5.0,4.847050988719975e-06,2009-2013 to 2014-2018,6.833262995170863e-05
families,0.0002224730855064034,22.0,0.0001543970630708275,2009-2013 to 2014-2018,6.807602243557592e-05
chronicles,0.0004116988132167046,35.0,0.00034369582108118723,2009-2013 to 2014-2018,6.800299213551735e-05
pool,8.11942517722584e-05,10.0,1.3217888611668132e-05,2009-2013 to 2014-2018,6.797636316059028e-05
phaet,6.795235821761324e-05,3.0,0.0,2009-2013 to 2014-2018,6.795235821761324e-05
child,0.0004738228835259473,51.0,0.0004058889306487826,2009-2013 to 2014-2018,6.793395287716465e-05
westfall,8.052607756535707e-05,4.0,1.2650575500822793e-05,2009-2013 to 2014-2018,6.787550206453428e-05
inspired,0.00017964972314821372,20.0,0.0001118518099588842,2009-2013 to 2014-2018,6.779791318932952e-05
danger,0.0011094204589103536,129.0,0.0010416578420014838,2009-2013 to 2014-2018,6.776261690886977e-05
thinking,0.0001661115243802293,20.0,9.852959259168207e-05,2009-2013 to 2014-2018,6.758193178854723e-05
summon,0.00011908358868425378,14.0,5.1608712954741086e-05,2009-2013 to 2014-2018,6.74748757295127e-05
disgraced,6.741010511770708e-05,8.0,0.0,2009-2013 to 2014-2018,6.741010511770708e-05
teams,7.60359046952187e-05,8.0,8.765419424241401e-06,2009-2013 to 2014-2018,6.727048527097729e-05
hole,0.0001251894451672939,12.0,5.792692821747237e-05,2009-2013 to 2014-2018,6.726251694982153e-05
quentin,8.276791269838795e-05,3.0,1.556053567088021e-05,2009-2013 to 2014-2018,6.720737702750775e-05
riders,8.317310681431851e-05,6.0,1.6045951569820607e-05,2009-2013 to 2014-2018,6.71271552444979e-05
twisted,0.0002535960179045611,29.0,0.00018653932877527233,2009-2013 to 2014-2018,6.705668912928878e-05
began,0.0002548695442736351,30.0,0.00018783042054277272,2009-2013 to 2014-2018,6.703912373086235e-05
imagine,0.0002353540193746147,29.0,0.0001683714951333847,2009-2013 to 2014-2018,6.698252424122998e-05
thrust,0.00021444435008372866,26.0,0.00014770329803352744,2009-2013 to 2014-2018,6.674105205020122e-05
stranded,9.751814841339958e-05,12.0,3.101010516233626e-05,2009-2013 to 2014-2018,6.650804325106333e-05
pair,0.00017667816934390524,21.0,0.00011021278356392129,2009-2013 to 2014-2018,6.646538577998395e-05
sand,9.49170189559723e-05,8.0,2.8550380040051555e-05,2009-2013 to 2014-2018,6.636663891592075e-05
wizarding,8.187879803470247e-05,5.0,1.5556134347128875e-05,2009-2013 to 2014-2018,6.632266368757359e-05
gabrielle,8.768114581700215e-05,3.0,2.1462332935585994e-05,2009-2013 to 2014-2018,6.621881288141616e-05
thorns,9.65415476683417e-05,8.0,3.034438089624571e-05,2009-2013 to 2014-2018,6.619716677209599e-05
fortress,7.995301685873758e-05,9.0,1.3794241322703711e-05,2009-2013 to 2014-2018,6.615877553603387e-05
imaginary,9.855081379637132e-05,7.0,3.242149300925492e-05,2009-2013 to 2014-2018,6.612932078711641e-05
hat,0.00017856986769842264,14.0,0.00011249528865359324,2009-2013 to 2014-2018,6.60745790448294e-05
illegal,9.897870574933006e-05,11.0,3.296948612906155e-05,2009-2013 to 2014-2018,6.600921962026852e-05
qualify,6.593828165826731e-05,3.0,0.0,2009-2013 to 2014-2018,6.593828165826731e-05
feet,0.00012936007694104722,11.0,6.349647478916664e-05,2009-2013 to 2014-2018,6.586360215188058e-05
house,0.000968080779723017,68.0,0.0009024419911889829,2009-2013 to 2014-2018,6.56387885340341e-05
maze,0.0002037052704140903,11.0,0.00013820156921060545,2009-2013 to 2014-2018,6.550370120348486e-05
build,0.00015410207453846894,19.0,8.878152844861183e-05,2009-2013 to 2014-2018,6.532054608985711e-05
kansas,9.109213824117425e-05,6.0,2.5796811878861342e-05,2009-2013 to 2014-2018,6.52953263623129e-05
kiel,6.52427371990973e-05,3.0,0.0,2009-2013 to 2014-2018,6.52427371990973e-05
events,0.0004462052448884867,54.0,0.00038099476420416366,2009-2013 to 2014-2018,6.521048068432303e-05
roses,8.042164436026039e-05,8.0,1.5288347948802275e-05,2009-2013 to 2014-2018,6.513329641145811e-05
storytelling,0.00010290272886102478,12.0,3.7775983660826454e-05,2009-2013 to 2014-2018,6.512674520019833e-05
escapes,0.00014462923549163277,17.0,7.957607266627896e-05,2009-2013 to 2014-2018,6.505316282535382e-05
par,8.086675711269075e-05,7.0,1.5814858621272438e-05,2009-2013 to 2014-2018,6.505189849141831e-05
straight,0.00018005439314698588,21.0,0.00011515435254324644,2009-2013 to 2014-2018,6.490004060373944e-05
united,0.00019578124933809977,22.0,0.00013098798909260464,2009-2013 to 2014-2018,6.479326024549513e-05
raised,0.00026364534418280223,31.0,0.000198886482259702,2009-2013 to 2014-2018,6.475886192310024e-05
happily,0.00015362904842888128,16.0,8.890287650553021e-05,2009-2013 to 2014-2018,6.472617192335107e-05
unforgettable,0.0002410492517928023,29.0,0.00017634666747859726,2009-2013 to 2014-2018,6.470258431420504e-05
poised,9.013686757672549e-05,10.0,2.5458665873941566e-05,2009-2013 to 2014-2018,6.467820170278392e-05
aladdin,6.461033997416233e-05,4.0,0.0,2009-2013 to 2014-2018,6.461033997416233e-05
sweet,0.0002277028209456129,20.0,0.0001630977066360724,2009-2013 to 2014-2018,6.460511430954051e-05
however,0.000467501558595482,54.0,0.00040292117770567346,2009-2013 to 2014-2018,6.458038088980853e-05
dream,0.0005563216966018856,52.0,0.000491859969569735,2009-2013 to 2014-2018,6.446172703215055e-05
flynn,7.806303672130463e-05,5.0,1.361849605309543e-05,2009-2013 to 2014-2018,6.44445406682092e-05
instead,0.0004062312005513812,48.0,0.00034180564932682173,2009-2013 to 2014-2018,6.442555122455944e-05
titans,0.00011770078679844644,7.0,5.3319123455742607e-05,2009-2013 to 2014-2018,6.438166334270384e-05
possession,0.00012134965433101265,13.0,5.70472114313643e-05,2009-2013 to 2014-2018,6.430244289964835e-05
defeating,0.00010022112920168443,12.0,3.605139699654194e-05,2009-2013 to 2014-2018,6.416973220514248e-05
saga,0.0003308542701160648,29.0,0.00026683949390526174,2009-2013 to 2014-2018,6.401477621080309e-05
granted,8.865120532895527e-05,11.0,2.466469245966051e-05,2009-2013 to 2014-2018,6.398651286929476e-05
publishers,9.794010911684941e-05,12.0,3.3962387029262606e-05,2009-2013 to 2014-2018,6.39777220875868e-05
havoc,0.00013231617461138565,14.0,6.845222313902795e-05,2009-2013 to 2014-2018,6.38639514723577e-05
novaks,6.861020225428165e-05,8.0,4.998873315004943e-06,2009-2013 to 2014-2018,6.361132893927671e-05
extraordinary,0.00042189111555950275,46.0,0.0003584064310707794,2009-2013 to 2014-2018,6.348468448872334e-05
duncan,0.00010055689366208952,7.0,3.724870138813125e-05,2009-2013 to 2014-2018,6.330819227395827e-05
woman,0.0005696615536332677,59.0,0.0005063657893206907,2009-2013 to 2014-2018,6.329576431257698e-05
infiltrate,0.00010036707359545178,12.0,3.708204492918454e-05,2009-2013 to 2014-2018,6.328502866626724e-05
uncovering,9.249796378707474e-05,11.0,2.9241685320520422e-05,2009-2013 to 2014-2018,6.325627846655432e-05
pottermore,6.319178214426943e-05,3.0,0.0,2009-2013 to 2014-2018,6.319178214426943e-05
drug,0.00011963290828146779,12.0,5.650807458850501e-05,2009-2013 to 2014-2018,6.312483369296277e-05
working,0.0002505817611071533,27.0,0.00018750465404841762,2009-2013 to 2014-2018,6.307710705873569e-05
siren,8.168245614389328e-05,7.0,1.87282604311412e-05,2009-2013 to 2014-2018,6.295419571275208e-05
albert,8.642535845464182e-05,4.0,2.355025049772642e-05,2009-2013 to 2014-2018,6.28751079569154e-05
dragonets,0.00011034859143643736,7.0,4.758850081061595e-05,2009-2013 to 2014-2018,6.276009062582141e-05
android,6.63703813194122e-05,6.0,4.113766079766255e-06,2009-2013 to 2014-2018,6.225661523964595e-05
crow,8.059629208532824e-05,6.0,1.840998205681854e-05,2009-2013 to 2014-2018,6.21863100285097e-05
deception,0.00015778876290319422,17.0,9.566514707134717e-05,2009-2013 to 2014-2018,6.212361583184705e-05
dust,0.0001420741696430129,16.0,8.012986401113588e-05,2009-2013 to 2014-2018,6.194430563187701e-05
push,0.00012332108470402867,14.0,6.139556198711497e-05,2009-2013 to 2014-2018,6.19255227169137e-05
beautifully,0.00011234413861400823,14.0,5.047617346082952e-05,2009-2013 to 2014-2018,6.186796515317871e-05
means,0.0008411572194118824,96.0,0.0007794357695436767,2009-2013 to 2014-2018,6.172144986820566e-05
nights,0.0001723653981051645,18.0,0.000110866763122727,2009-2013 to 2014-2018,6.149863498243751e-05
alien,0.00031715796283439857,30.0,0.0002558181541571324,2009-2013 to 2014-2018,6.133980867726615e-05
determine,0.00010885501339041623,13.0,4.7532119966619976e-05,2009-2013 to 2014-2018,6.132289342379625e-05
days,0.000602766268784353,65.0,0.0005414952312408826,2009-2013 to 2014-2018,6.12710375434704e-05
hours,0.00018967138395553976,22.0,0.00012851841895203197,2009-2013 to 2014-2018,6.11529650035078e-05
les,0.000185295701623507,7.0,0.00012420586736048984,2009-2013 to 2014-2018,6.108983426301716e-05
wit,0.00011207807008605054,14.0,5.1026750801003924e-05,2009-2013 to 2014-2018,6.105131928504661e-05
aven,6.102645867188768e-05,4.0,0.0,2009-2013 to 2014-2018,6.102645867188768e-05
spent,0.0003341987277232081,39.0,0.0002731891808771916,2009-2013 to 2014-2018,6.100954684601649e-05
mouse,0.0001472211816496375,9.0,8.625500406978353e-05,2009-2013 to 2014-2018,6.096617757985398e-05
frey,6.096519642272504e-05,4.0,0.0,2009-2013 to 2014-2018,6.096519642272504e-05
arrival,0.00018311852931929878,22.0,0.00012229902636669813,2009-2013 to 2014-2018,6.0819502952600644e-05
dragonet,7.138181991881844e-05,5.0,1.0638838270472958e-05,2009-2013 to 2014-2018,6.0742981648345485e-05
disappear,0.000141273394383434,17.0,8.056436694189282e-05,2009-2013 to 2014-2018,6.070902744154119e-05
writer,0.0001239938989439151,15.0,6.334563854340486e-05,2009-2013 to 2014-2018,6.064826040051024e-05
truly,0.0004118911746861419,45.0,0.0003512958506587561,2009-2013 to 2014-2018,6.05953240273858e-05
spring,0.00010872457251159615,13.0,4.82306794629344e-05,2009-2013 to 2014-2018,6.049389304866175e-05
veronica,0.00015138093776504542,16.0,9.09121763280353e-05,2009-2013 to 2014-2018,6.0468761437010115e-05
study,0.00013568067841124,14.0,7.526806413415355e-05,2009-2013 to 2014-2018,6.041261427708645e-05
dancing,8.295115782677662e-05,9.0,2.255244778849502e-05,2009-2013 to 2014-2018,6.03987100382816e-05
golden,0.00016867026231039695,16.0,0.00010827415356104265,2009-2013 to 2014-2018,6.03961087493543e-05
corruption,8.952843444078711e-05,10.0,2.9229952585739565e-05,2009-2013 to 2014-2018,6.0298481855047546e-05
defy,0.0001035544896934761,12.0,4.330636990246314e-05,2009-2013 to 2014-2018,6.0248119791012955e-05
devastating,0.00026690463035071156,31.0,0.00020680120468186458,2009-2013 to 2014-2018,6.0103425668846976e-05
villain,0.00013363333937497083,16.0,7.364720243445537e-05,2009-2013 to 2014-2018,5.9986136940515464e-05
toward,0.00023397932576314185,26.0,0.00017438146814180636,2009-2013 to 2014-2018,5.9597857621335485e-05
dire,0.00012673505441821082,15.0,6.741182493860265e-05,2009-2013 to 2014-2018,5.932322947960817e-05
lyra,5.930801203443415e-05,3.0,0.0,2009-2013 to 2014-2018,5.930801203443415e-05
thorne,8.050228087594853e-05,5.0,2.129916035511447e-05,2009-2013 to 2014-2018,5.920312052083406e-05
valuable,9.988756044897622e-05,12.0,4.0708605636819806e-05,2009-2013 to 2014-2018,5.917895481215642e-05
meilin,5.917500239485997e-05,6.0,0.0,2009-2013 to 2014-2018,5.917500239485997e-05
realize,0.0003871650191252983,45.0,0.00032806156897598746,2009-2013 to 2014-2018,5.910345014931086e-05
opportunity,0.00015258120899923748,18.0,9.361207644145975e-05,2009-2013 to 2014-2018,5.8969132557777727e-05
patterson,6.806636565485024e-05,5.0,9.11321520136741e-06,2009-2013 to 2014-2018,5.895315045348283e-05
miracles,8.240765472105215e-05,6.0,2.3456326341947044e-05,2009-2013 to 2014-2018,5.895132837910511e-05
continent,9.741947724193272e-05,10.0,3.8471964201629215e-05,2009-2013 to 2014-2018,5.894751304030351e-05
approaches,0.00010987532972716965,12.0,5.093062691657517e-05,2009-2013 to 2014-2018,5.894470281059448e-05
classmates,0.0001903042953639376,22.0,0.00013151878907130052,2009-2013 to 2014-2018,5.8785506292637074e-05
dukes,5.8683258613385556e-05,3.0,0.0,2009-2013 to 2014-2018,5.8683258613385556e-05
sultan,7.155015301103471e-05,5.0,1.2899450184700365e-05,2009-2013 to 2014-2018,5.865070282633435e-05
nation,0.0001950143672998076,20.0,0.00013637003897149478,2009-2013 to 2014-2018,5.864432832831281e-05
julian,6.85204764093408e-05,3.0,9.94919281726821e-06,2009-2013 to 2014-2018,5.857128359207259e-05
emerge,0.0001243953636920301,14.0,6.58485072611493e-05,2009-2013 to 2014-2018,5.8546856430880795e-05
spread,0.0001410944073330388,16.0,8.267732427997727e-05,2009-2013 to 2014-2018,5.841708305306153e-05
ruby,0.00019368614870815404,8.0,0.00013547083487449736,2009-2013 to 2014-2018,5.821531383365668e-05
ensure,9.92991910533771e-05,12.0,4.110167345355353e-05,2009-2013 to 2014-2018,5.819751759982357e-05
trapped,0.0004005080255125248,47.0,0.00034241993083464385,2009-2013 to 2014-2018,5.808809467788096e-05
beyond,0.000620051648247784,65.0,0.0005619729809084341,2009-2013 to 2014-2018,5.807866733934983e-05
cile,5.8075171450977726e-05,3.0,0.0,2009-2013 to 2014-2018,5.8075171450977726e-05
leilani,5.8030138038631976e-05,4.0,0.0,2009-2013 to 2014-2018,5.8030138038631976e-05
zayne,5.798090879774019e-05,3.0,0.0,2009-2013 to 2014-2018,5.798090879774019e-05
board,0.00011420124969953876,10.0,5.622968775668788e-05,2009-2013 to 2014-2018,5.797156194285088e-05
mogadorians,0.00010271414551098566,8.0,4.476165438760134e-05,2009-2013 to 2014-2018,5.795249112338432e-05
pay,0.0002254164792776439,27.0,0.00016750582005364855,2009-2013 to 2014-2018,5.7910659223995344e-05
jump,8.84800300298143e-05,11.0,3.060388859538239e-05,2009-2013 to 2014-2018,5.787614143443191e-05
grateful,6.674186549162519e-05,4.0,8.938971704787304e-06,2009-2013 to 2014-2018,5.780289378683789e-05
genesis,6.177094532584802e-05,5.0,4.071506048500488e-06,2009-2013 to 2014-2018,5.7699439277347534e-05
realized,0.0001107282948464803,13.0,5.3088698453718206e-05,2009-2013 to 2014-2018,5.763959639276209e-05
beside,9.205999695001693e-05,10.0,3.4468317199889763e-05,2009-2013 to 2014-2018,5.759167975012717e-05
created,0.00030045573852640153,36.0,0.00024296874177650703,2009-2013 to 2014-2018,5.748699674989449e-05
lethal,0.00014286161363662682,17.0,8.539085709571463e-05,2009-2013 to 2014-2018,5.7470756540912196e-05
brooklyn,0.00011209966824288308,9.0,5.463654867409628e-05,2009-2013 to 2014-2018,5.74631195687868e-05
longs,0.00015055606625179486,17.0,9.310687192762156e-05,2009-2013 to 2014-2018,5.74491943241733e-05
honor,0.0001464911784371583,16.0,8.90889339145875e-05,2009-2013 to 2014-2018,5.7402244522570815e-05
rare,0.00018963312176489418,24.0,0.00013226514552607904,2009-2013 to 2014-2018,5.736797623881514e-05
pick,0.00016578893433901414,18.0,0.00010843106221917151,2009-2013 to 2014-2018,5.7357872119842624e-05
scarred,7.660376218066542e-05,8.0,1.928972241936589e-05,2009-2013 to 2014-2018,5.731403976129953e-05
rielle,5.7261314843774044e-05,3.0,0.0,2009-2013 to 2014-2018,5.7261314843774044e-05
lester,5.7205977907315636e-05,3.0,0.0,2009-2013 to 2014-2018,5.7205977907315636e-05
ash,0.00019689038604512254,14.0,0.0001396847607020215,2009-2013 to 2014-2018,5.720562534310104e-05
presents,0.00011068976023796016,13.0,5.363123860383734e-05,2009-2013 to 2014-2018,5.705852163412282e-05
already,0.00036121521700667014,43.0,0.00030420795781886466,2009-2013 to 2014-2018,5.700725918780547e-05
electroclan,8.713077326345659e-05,4.0,3.0137878922546014e-05,2009-2013 to 2014-2018,5.699289434091057e-05
anok,5.696824637495222e-05,3.0,0.0,2009-2013 to 2014-2018,5.696824637495222e-05
familiar,0.0002185138131143956,24.0,0.0001618462019280015,2009-2013 to 2014-2018,5.66676111863941e-05
hatch,9.545478311001584e-05,6.0,3.8798884123643e-05,2009-2013 to 2014-2018,5.665589898637284e-05
inquisition,5.6583485388300364e-05,3.0,0.0,2009-2013 to 2014-2018,5.6583485388300364e-05
gardner,7.80089135217984e-05,7.0,2.1441310554869716e-05,2009-2013 to 2014-2018,5.656760296692868e-05
psi,6.085912455695553e-05,4.0,4.397185881341428e-06,2009-2013 to 2014-2018,5.6461938675614105e-05
serena,5.634587243630241e-05,5.0,0.0,2009-2013 to 2014-2018,5.634587243630241e-05
green,0.00019047495674888435,20.0,0.0001342668415522086,2009-2013 to 2014-2018,5.620811519667574e-05
knowledge,0.00026991234469387763,30.0,0.00021374249119688143,2009-2013 to 2014-2018,5.6169853496996206e-05
net,7.072284194967173e-05,4.0,1.456747403982927e-05,2009-2013 to 2014-2018,5.6155367909842464e-05
garret,5.9886945191078646e-05,3.0,3.803434516049358e-06,2009-2013 to 2014-2018,5.608351067502929e-05
holmes,7.885093307706263e-05,4.0,2.28655372284466e-05,2009-2013 to 2014-2018,5.5985395848616025e-05
tears,0.00010904680909331089,13.0,5.318552872446362e-05,2009-2013 to 2014-2018,5.586128036884727e-05
weaponry,6.0548121587289035e-05,7.0,4.715817045661332e-06,2009-2013 to 2014-2018,5.5832304541627705e-05
surrounding,0.00016737138014828165,19.0,0.00011157350492732782,2009-2013 to 2014-2018,5.5797875220953824e-05
conner,8.58646980770408e-05,6.0,3.0098123311019797e-05,2009-2013 to 2014-2018,5.5766574766021e-05
quest,0.0007106444342122353,81.0,0.0006548899263219492,2009-2013 to 2014-2018,5.5754507890286016e-05
weapons,0.00017337372880659168,18.0,0.00011766676066296596,2009-2013 to 2014-2018,5.570696814362572e-05
stage,0.00011037733113920525,13.0,5.4700160015008264e-05,2009-2013 to 2014-2018,5.567717112419699e-05
conspiracy,0.00018918064879724995,21.0,0.00013352349824457605,2009-2013 to 2014-2018,5.56571505526739e-05
wealthy,0.00013259564418127598,16.0,7.697657135773105e-05,2009-2013 to 2014-2018,5.561907282354492e-05
seraphim,6.426552898408986e-05,3.0,8.695599504375781e-06,2009-2013 to 2014-2018,5.556992947971408e-05
wildest,7.415413639464538e-05,9.0,1.8588561581570684e-05,2009-2013 to 2014-2018,5.55655748130747e-05
startling,0.00013654921600073102,17.0,8.111860767109197e-05,2009-2013 to 2014-2018,5.543060832963905e-05
rights,0.00010436844948631228,12.0,4.901431164481281e-05,2009-2013 to 2014-2018,5.535413784149947e-05
sont,7.281180014478924e-05,5.0,1.7468719363793163e-05,2009-2013 to 2014-2018,5.5343080780996084e-05
culture,8.315287968313691e-05,8.0,2.781285599557058e-05,2009-2013 to 2014-2018,5.5340023687566335e-05
money,0.00017357791905289947,20.0,0.00011827150139424183,2009-2013 to 2014-2018,5.5306417658657634e-05
towards,0.00012845721206904416,16.0,7.322940700062599e-05,2009-2013 to 2014-2018,5.522780506841817e-05
arranged,6.804827001263281e-05,8.0,1.2828629981392665e-05,2009-2013 to 2014-2018,5.521964003124015e-05
combat,0.00010753128304864611,12.0,5.232467489990602e-05,2009-2013 to 2014-2018,5.520660814874009e-05
birth,0.00020328782832045416,22.0,0.00014826488364338668,2009-2013 to 2014-2018,5.502294467706748e-05
jasmine,6.513309928874491e-05,3.0,1.0195656468414864e-05,2009-2013 to 2014-2018,5.4937442820330046e-05
lurks,0.0001191075324223783,14.0,6.421538898715719e-05,2009-2013 to 2014-2018,5.4892143435221114e-05
responsibility,0.00011201395576594175,13.0,5.714021197633673e-05,2009-2013 to 2014-2018,5.4873743789605015e-05
seas,0.00010583048362621047,11.0,5.09744658880652e-05,2009-2013 to 2014-2018,5.4856017738145274e-05
bailey,8.308535960942853e-05,3.0,2.8293474692336527e-05,2009-2013 to 2014-2018,5.479188491709201e-05
contract,5.472714971372686e-05,5.0,0.0,2009-2013 to 2014-2018,5.472714971372686e-05
case,0.0002457585496248086,29.0,0.00019103720396145696,2009-2013 to 2014-2018,5.4721345663351654e-05
heather,7.642458192015543e-05,6.0,2.1774154289526676e-05,2009-2013 to 2014-2018,5.465042763062875e-05
limits,0.00011383956735597976,14.0,5.923606539138623e-05,2009-2013 to 2014-2018,5.4603501964593534e-05
virtual,0.00010666730340199973,9.0,5.210383369115652e-05,2009-2013 to 2014-2018,5.456346971084321e-05
thrones,7.135420494162755e-05,8.0,1.6919412836260737e-05,2009-2013 to 2014-2018,5.443479210536681e-05
amani,5.441827460772938e-05,3.0,0.0,2009-2013 to 2014-2018,5.441827460772938e-05
paid,6.33605677972736e-05,7.0,8.95765164334999e-06,2009-2013 to 2014-2018,5.440291615392361e-05
hair,0.0001751377243395387,19.0,0.00012074886016151727,2009-2013 to 2014-2018,5.438886417802143e-05
return,0.0007813877663760809,89.0,0.0007270004413240617,2009-2013 to 2014-2018,5.438732505201919e-05
towers,6.028050786005496e-05,5.0,6.027189154697115e-06,2009-2013 to 2014-2018,5.4253318705357844e-05
glorious,7.065722766221444e-05,8.0,1.6406155273398968e-05,2009-2013 to 2014-2018,5.425107238881547e-05
duty,0.00019938644720113823,22.0,0.00014515593324158408,2009-2013 to 2014-2018,5.423051395955414e-05
folk,8.282134391281992e-05,9.0,2.8627230642087154e-05,2009-2013 to 2014-2018,5.419411327073276e-05
rainbow,5.8219116769665944e-05,5.0,4.063311616485282e-06,2009-2013 to 2014-2018,5.4155805153180665e-05
camps,6.655950237790193e-05,7.0,1.2404861556727928e-05,2009-2013 to 2014-2018,5.4154640821174e-05
trees,0.00011112014811492676,12.0,5.711667232361898e-05,2009-2013 to 2014-2018,5.400347579130778e-05
murders,0.00013141024046646512,15.0,7.742584996904027e-05,2009-2013 to 2014-2018,5.3984390497424845e-05
ripped,8.932195715234185e-05,10.0,3.5392551044467505e-05,2009-2013 to 2014-2018,5.3929406107874344e-05
