first_publish_year,theme_label,weighted_popularity,book_count,year_weighted_popularity,popularity_share,scenario
2013,Middle Grade Fantasy,490.69752578221,102,3750.8045752703692,0.13082460467747484,top_1pct_removed
2013,Mythology Adventure,252.076234972856,52,3750.8045752703692,0.06720591006922444,top_1pct_removed
2013,Paranormal / Supernatural,889.07379370233,262,3750.8045752703692,0.23703548821608306,top_1pct_removed
2013,Paranormal Romance,542.7602829993858,192,3750.8045752703692,0.14470502850985298,top_1pct_removed
2013,Romantasy,71.16808980774309,19,3750.8045752703692,0.01897408632722836,top_1pct_removed
2013,Science Fiction,697.8537072262867,212,3750.8045752703692,0.18605440332118164,top_1pct_removed
2014,Dystopian / Post-Apocalyptic,410.54025191039307,128,2903.07580510421,0.14141561553045845,top_1pct_removed
2014,Epic / High Fantasy,370.9947731523375,89,2903.07580510421,0.12779369126360796,top_1pct_removed
2014,Middle Grade Fantasy,389.2847887187312,87,2903.07580510421,0.13409391102853316,top_1pct_removed
2014,Mythology Adventure,109.91466560979865,29,2903.07580510421,0.03786145212486214,top_1pct_removed
2014,Paranormal / Supernatural,600.3329511739225,170,2903.07580510421,0.2067920341998692,top_1pct_removed
2014,Paranormal Romance,345.5018560418134,120,2903.07580510421,0.11901234388518186,top_1pct_removed
2014,Romantasy,88.075475865132,25,2903.07580510421,0.030338675865878885,top_1pct_removed
2014,Science Fiction,588.4310426320814,169,2903.07580510421,0.2026922761016083,top_1pct_removed
2015,Dystopian / Post-Apocalyptic,320.14451354802486,100,2447.481761764267,0.13080567894293468,top_1pct_removed
2015,Epic / High Fantasy,395.7744520903863,90,2447.481761764267,0.16170680340640917,top_1pct_removed
2015,Middle Grade Fantasy,371.8049427836407,85,2447.481761764267,0.1519132639074806,top_1pct_removed
2015,Mythology Adventure,86.58032514837919,21,2447.481761764267,0.03537526877665792,top_1pct_removed
2015,Paranormal / Supernatural,513.2684821452164,137,2447.481761764267,0.2097128935396956,top_1pct_removed
2015,Paranormal Romance,239.10266621046574,83,2447.481761764267,0.09769333931138617,top_1pct_removed
2015,Romantasy,51.79326208197206,16,2447.481761764267,0.021161858237765535,top_1pct_removed
2015,Science Fiction,469.01311775618194,131,2447.481761764267,0.19163089387767035,top_1pct_removed
2016,Dystopian / Post-Apocalyptic,237.05179236798216,71,1766.1091015723975,0.13422262087711956,top_1pct_removed
2016,Epic / High Fantasy,396.96549917462795,90,1766.1091015723975,0.22476838991498468,top_1pct_removed
2016,Middle Grade Fantasy,342.9492590812185,77,1766.1091015723975,0.19418350699619,top_1pct_removed
