data_driven_era,book_share,rating_share,bbe_vote_share,series_flag,title_clean,primary_author
1997-2008,0.7170953101361573,0.9943675629170105,0.9951203875195896,series,Heck: Where the Bad Kids Go,Dale E. Basye
1997-2008,0.7175995965708523,0.9943896289187131,0.9951275110414589,standalone,The Book Without Words: A Fable of Medieval Magic,Avi
1997-2008,0.7181038830055472,0.9944116716563127,0.9951346345633281,series,"Neon Genesis Evangelion, Vol. 4",Yoshiyuki Sadamoto
1997-2008,0.7186081694402421,0.9944336678657063,0.9951417580851973,series,Assassin?,Joe Craig
1997-2008,0.719112455874937,0.9944555826507393,0.9951488816070665,series,The Angel Experiment/School's Out Forever/Saving the World Set,James Patterson
1997-2008,0.7196167423096319,0.9944774043793604,0.9951560051289358,series,The Oracle Betrayed,Catherine Fisher
1997-2008,0.7201210287443268,0.9944991330515693,0.9951773756945433,series,The Fire Thief,Terry Deary
1997-2008,0.7206253151790217,0.9945208500917269,0.9951844992164126,series,The Fight for Truth,Jude Watson
1997-2008,0.7211296016137166,0.9945425322357299,0.9951916227382818,standalone,El coleccionista de relojes extraordinarios,Laura Gallego García
1997-2008,0.7216338880484114,0.9945642027476813,0.995198746260151,series,Understand the Unknown,Katherine Applegate
1997-2008,0.7221381744831064,0.9945858732596328,0.9952058697820202,series,Rowan and the Ice Creepers,Emily Rodda
1997-2008,0.7226424609178013,0.9946075437715843,0.9952201168257586,series,The Power of Two,H.B. Gilmour
1997-2008,0.7231467473524962,0.9946292026514842,0.9952272403476279,series,The Lab,Jack Heath
1997-2008,0.7236510337871911,0.9946506986826632,0.995234363869497,standalone,"Waiting for Birdy: A Year of Frantic Tedium, Neurotic Angst, and the Wild Magic of Growing a Family",Catherine Newman
1997-2008,0.724155320221886,0.9946721132894816,0.9952414873913663,series,I Live in Your Basement!,R.L. Stine
1997-2008,0.7246596066565809,0.9946935162642485,0.9952486109132355,series,The Sigh of Haruhi Suzumiya,Nagaru Tanigawa
1997-2008,0.7251638930912758,0.9947148959749124,0.9952557344351047,series,The Way of the Apprentice,Jude Watson
1997-2008,0.7256681795259707,0.9947362524214732,0.9952628579569739,series,Mystify the Magician,Katherine Applegate
1997-2008,0.7261724659606656,0.9947575856039311,0.9952699814788432,series,Confessions of a Vampire's Girlfriend,Katie Maxwell
1997-2008,0.7266767523953606,0.994778872258183,0.9952842285225816,series,Tales of Terror from the Black Ship,Chris Priestley
1997-2008,0.7271810388300555,0.9948000425919198,0.9952913520444507,series,Viking Warrior,Judson Roberts
1997-2008,0.7276853252647504,0.994820991916678,0.99529847556632,series,Attack of the 50-Ft. Cupid,Jim Benton
1997-2008,0.7281896116994453,0.9948419179773332,0.9953127226100584,series,Awakening,Wendy Corsi Staub
1997-2008,0.7286938981341402,0.9948628207738855,0.9953198461319276,series,Passage to Zarahemla,Chris Heimerdinger
1997-2008,0.7291981845688351,0.9948836188819742,0.9953269696537969,series,Seeker,William Nicholson
1997-2008,0.72970247100353,0.9949042774054448,0.9953412166975353,series,A Circle of Ashes,Cate Tiernan
1997-2008,0.7302067574382249,0.9949248894007094,0.9953483402194044,series,Enoch's Ghost,Bryan Davis
1997-2008,0.7307110438729199,0.9949454897639226,0.9953625872631429,series,"Amy, Number Seven",Marilyn Kaye
1997-2008,0.7312153303076148,0.9949659970707238,0.9953910813506197,series,Auralia's Colors,Jeffrey Overstreet
1997-2008,0.7317196167423097,0.9949864345852159,0.995398204872489,series,The Killing of Worlds,Scott Westerfeld
1997-2008,0.7322239031770046,0.9950068604676564,0.9954053283943581,series,King of the Middle March,Kevin Crossley-Holland
1997-2008,0.7327281896116995,0.9950271932936849,0.9954124519162274,standalone,47,Walter Mosley
1997-2008,0.7332324760463943,0.995047491223559,0.9954195754380966,series,The Angels Trilogy,Lurlene McDaniel
1997-2008,0.7337367624810892,0.995067789153433,0.9954266989599658,series,Ritual,Alex Duval
1997-2008,0.7342410489157841,0.995088040555101,0.995433822481835,series,Diversity Alliance,Kevin J. Anderson
1997-2008,0.734745335350479,0.9951082686926661,0.9954409460037043,series,Night Runner,Max Turner
1997-2008,0.735249621785174,0.9951284851981795,0.9954480695255734,series,The Disappearance of Haruhi Suzumiya,Nagaru Tanigawa
1997-2008,0.7357539082198689,0.9951487017036931,0.9954551930474427,series,The Best of Pokémon Adventures: Yellow,Hidenori Kusaka
1997-2008,0.7362581946545638,0.9951689182092066,0.9954623165693118,series,Things That Are,Andrew Clements
1997-2008,0.7367624810892587,0.9951890998185656,0.9954765636130503,standalone,The Boy Who Couldn't Die,William Sleator
1997-2008,0.7372667675239536,0.9952092581638216,0.9954836871349195,series,Friendship According to Humphrey,Betty G. Birney
1997-2008,0.7377710539586485,0.9952293932449746,0.9954908106567887,series,Sword Play,Linda Joy Singleton
1997-2008,0.7382753403933434,0.9952494120056126,0.9955050577005271,series,Hyperversum,Cecilia Randall
1997-2008,0.7387796268280383,0.995269395870096,0.9955121812223964,series,The Shattered Peace,Jude Watson
1997-2008,0.7392839132627332,0.9952893797345794,0.9955193047442655,series,Invisible City,M.G. Harris
1997-2008,0.7397881996974282,0.9953093287029083,0.9955264282661348,series,Delusions of Grandeur,Kevin J. Anderson
1997-2008,0.7402924861321231,0.9953291729827737,0.995533551788004,series,Swordbird,Nancy Yi Fan
1997-2008,0.740796772566818,0.995348993998536,0.9955406753098732,series,달빛 조각사 1,Heesung Nam
1997-2008,0.7413010590015129,0.9953685358450624,0.9955477988317424,series,Jedi Bounty,Kevin J. Anderson
1997-2008,0.7418053454362078,0.9953879846351766,0.9955549223536116,series,Wounded,Stephen Cole
1997-2008,0.7423096318709027,0.9954073985291364,0.9955620458754808,standalone,Science Fair,Dave Barry
1997-2008,0.7428139183055976,0.9954267891589932,0.9955691693973501,series,Dread Locks,Neal Shusterman
1997-2008,0.7433182047402925,0.9954461797888499,0.9955762929192192,standalone,The Secret Life of Sparrow Delaney,Suzanne Harper
1997-2008,0.7438224911749874,0.9954655587866551,0.9955834164410885,series,Emily the Emerald Fairy,Daisy Meadows
1997-2008,0.7443267776096822,0.9954848796242028,0.9955905399629577,series,The Deadly Hunter,Jude Watson
1997-2008,0.7448310640443772,0.995504188829699,0.9956047870066961,standalone,The Legend of the Wandering King,Laura Gallego García
1997-2008,0.7453353504790721,0.9955234166108348,0.9956190340504345,standalone,Shiva's Fire,Suzanne Fisher Staples
1997-2008,0.745839636913767,0.9955426327599189,0.9956332810941729,standalone,Life Sucks,Jessica Abel
1997-2008,0.7463439233484619,0.9955618372769516,0.9956475281379114,standalone,Birdwing,Rafe Martin
1997-2008,0.7468482097831568,0.9955809022093662,0.9956546516597806,series,"Invincible: Ultimate Collection, Vol. 3",Robert Kirkman
1997-2008,0.7473524962178517,0.9955999555097295,0.9956617751816498,series,The Evil Experiment,Jude Watson
1997-2008,0.7478567826525466,0.9956189855459895,0.995668898703519,standalone,Your Favorite Seuss,Dr. Seuss
1997-2008,0.7483610690872415,0.9956379225258376,0.9956760222253882,series,Muddle Earth,Paul Stewart
1997-2008,0.7488653555219364,0.9956568478736342,0.9956831457472575,series,Return to Ord Mantell,Kevin J. Anderson
1997-2008,0.7493696419566314,0.9956757499573278,0.9956973927909959,series,Die Unverhoffte,Anne Plichota
1997-2008,0.7498739283913263,0.9956946287769184,0.9957116398347343,series,A Feather of Stone,Cate Tiernan
1997-2008,0.7503782148260212,0.9957134610683029,0.9957187633566035,series,Draconian Measures,Don Perrin
1997-2008,0.7508825012607161,0.9957322700955845,0.9957330104003419,series,The Emperor's Plague,Kevin J. Anderson
1997-2008,0.751386787695411,0.9957510791228661,0.9957472574440803,series,Ereth's Birthday,Avi
1997-2008,0.7518910741301059,0.9957697950937356,0.9957543809659496,series,Survival,Chris Ryan
1997-2008,0.7523953605648008,0.9957884412722962,0.9957615044878187,series,"Neon Genesis Evangelion, Vol. 6",Yoshiyuki Sadamoto
1997-2008,0.7528996469994957,0.9958069711303416,0.995768628009688,series,Die Muschelmagier,Kai Meyer
1997-2008,0.7534039334341907,0.9958254893563355,0.9957757515315572,series,The Dangerous Rescue,Jude Watson
1997-2008,0.7539082198688856,0.9958439959502781,0.9957828750534264,series,The Best of Pokémon Adventures: Red,Hidenori Kusaka
1997-2008,0.7544125063035805,0.9958624327519114,0.9957899985752956,series,A Fistful of Sky,Nina Kiriki Hoffman
1997-2008,0.7549167927382754,0.9958807764971328,0.9957971220971649,series,Fancy Nancy: Sees Stars,Jane O'Connor
1997-2008,0.7554210791729703,0.9958990853461998,0.995804245619034,series,The Boredom of Haruhi Suzumiya,Nagaru Tanigawa
1997-2008,0.7559253656076651,0.9959173476670606,0.9958184926627724,series,A Necklace of Water,Cate Tiernan
1997-2008,0.75642965204236,0.99593559835587,0.9958256161846417,series,Legacy,Alex Duval
1997-2008,0.7569339384770549,0.9959538490446794,0.9958327397065109,series,All That Glitters,Rachel Roberts
1997-2008,0.7574382249117498,0.9959720066770767,0.9958398632283801,standalone,The Edge on the Sword,Rebecca Tingle
1997-2008,0.7579425113464447,0.995990071253062,0.9958469867502493,standalone,Marly's Ghost,David Levithan
1997-2008,0.7584467977811397,0.9960081009328928,0.9958612337939877,series,Last of the Nephilim,Bryan Davis
1997-2008,0.7589510842158346,0.9960259444998996,0.995868357315857,series,Doctor Who: I Am a Dalek,Gareth Roberts
1997-2008,0.7594553706505295,0.9960437531707519,0.9958754808377261,series,Trouble on Cloud City,Kevin J. Anderson
1997-2008,0.7599596570852244,0.996061538577501,0.9958826043595954,standalone,I.O.N,Arina Tanemura
1997-2008,0.7604639435199193,0.9960792076637353,0.9958897278814646,series,The Ties That Bind,Jude Watson
1997-2008,0.7609682299546142,0.9960967720615059,0.9958968514033338,series,Darkside,Tom Becker
1997-2008,0.7614725163893091,0.9961142782990191,0.995903974925203,series,Fatal Charm,Linda Joy Singleton
1997-2008,0.761976802824004,0.9961317845365322,0.9959110984470723,series,The Legend of Zelda: The Minish Cap,Akira Himekawa
1997-2008,0.762481089258699,0.9961492675099424,0.9959182219689414,series,"Siempre Unidos, La Isla De Los Elfos",Elaine Cunningham
1997-2008,0.7629853756933939,0.9961666806910434,0.9959253454908107,standalone,Disney's Storybook Collection,Nancy Parent
1997-2008,0.7634896621280888,0.99618405897599,0.9959324690126798,series,De ijswoestijn,Maite Carranza
1997-2008,0.7639939485627837,0.9962013791006791,0.9959395925345491,series,"Invincible: Ultimate Collection, Vol. 4",Robert Kirkman
1997-2008,0.7644982349974786,0.9962186875933167,0.9959467160564183,standalone,The Annotated Classic Fairy Tales,Maria Tatar
1997-2008,0.7650025214321735,0.9962359146615938,0.9959538395782875,series,Possessed,Kate Cann
1997-2008,0.7655068078668684,0.9962530603055102,0.9959609631001567,series,Xombies,Walter Greatshell
1997-2008,0.7660110943015633,0.9962702059494267,0.995968086622026,series,The Summoning,Lynne Ewing
1997-2008,0.7665153807362582,0.9962873050651373,0.9959752101438951,series,Crisis at Crystal Reef,Kevin J. Anderson
1997-2008,0.7670196671709532,0.9963043925487963,0.9959823336657644,standalone,The Book of Everything,Guus Kuijer
1997-2008,0.767523953605648,0.9963214567683523,0.9959965807095028,series,Immortal,Christopher Golden
1997-2008,0.7680282400403429,0.9963385093558568,0.996003704231372,series,The Call to Vengeance,Jude Watson
1997-2008,0.7685325264750378,0.9963555503113097,0.9960108277532412,series,Colman,Monica Furlong
1997-2008,0.7690368129097327,0.9963725680026597,0.9960250747969797,standalone,We Disappear,Scott Heim
1997-2008,0.7695410993444276,0.9963895624299067,0.9960321983188488,series,So Mote it Be,Isobel Bird
1997-2008,0.7700453857791225,0.9964065335930506,0.9960393218407181,series,Der Kuss des Dämons,Lynn Raven
1997-2008,0.7705496722138174,0.9964234582279886,0.9960535688844565,standalone,Jude,Kate Morgenroth
1997-2008,0.7710539586485123,0.996440347966772,0.9960606924063257,series,The Worst Witch Saves the Day,Jill Murphy
1997-2008,0.7715582450832073,0.9964572377055555,0.9960678159281949,standalone,Las hijas de Tara,Laura Gallego García
1997-2008,0.7720625315179022,0.996474080916133,0.9960749394500641,series,Betrayal,Robin Wasserman
1997-2008,0.7725668179525971,0.9964909124946588,0.9960820629719334,standalone,Dust,Arthur Slade
1997-2008,0.773071104387292,0.9965076626488243,0.9960891864938025,series,The Death of Hope,Jude Watson
1997-2008,0.7735753908219869,0.9965243546427321,0.9960963100156718,series,Yu-Gi-Oh! Vol. 2: The Cards With Teeth,Kazuki Takahashi
1997-2008,0.7740796772566818,0.996540860523816,0.9961034335375409,series,"Neon Genesis Evangelion, Vol. 8",Yoshiyuki Sadamoto
1997-2008,0.7745839636913767,0.9965573198766937,0.9961105570594102,series,Die Wasserweber,Kai Meyer
1997-2008,0.7750882501260716,0.9965737792295716,0.9961176805812794,standalone,Wonderland,Tommy Kovac
1997-2008,0.7755925365607665,0.9965902036862948,0.9961248041031486,standalone,The Mount,Carol Emshwiller
1997-2008,0.7760968229954615,0.9966066165109666,0.9961319276250178,standalone,J'apprends à compter avec le Petit Prince,Antoine de Saint-Exupéry
1997-2008,0.7766011094301564,0.9966229711753809,0.9961390511468871,series,"Pokemon Graphic Novel, Volume 1: The Electric Tale Of Pikachu!",Toshihiro Ono
1997-2008,0.7771053958648513,0.9966392676795376,0.9961461746687562,series,Horrid Henry Tricks the Tooth Fairy,Francesca Simon
1997-2008,0.7776096822995462,0.9966555409195914,0.9961604217124946,series,The Wind on Fire Trilogy: The Wind Singer/Slaves of the Mastery/Firesong,William Nicholson
1997-2008,0.7781139687342411,0.9966717559993876,0.9961675452343639,series,Night Child,Jes Battis
1997-2008,0.7786182551689359,0.9966879710791838,0.9961746687562331,standalone,Clay,David Almond
1997-2008,0.7791225416036308,0.9967041628948771,0.9961889157999715,standalone,The Sacrifice,Kathleen Benner Duble
1997-2008,0.7796268280383257,0.9967201453336432,0.9962031628437099,series,The Wild Road,Gabriel King
1997-2008,0.7801311144730206,0.9967361277724093,0.9962102863655792,standalone,টুকি ও ঝায়ের (প্রায়) দুঃসাহসিক অভিযান,Muhammed Zafar Iqbal
1997-2008,0.7806354009077155,0.996752075315021,0.9962174098874483,series,Prospero's Children,Jan Siegel
1997-2008,0.7811396873424105,0.9967680112255811,0.9962245334093176,series,"The Neddiad: How Neddie Took the Train, Went to Hollywood, and Saved Civilization",Daniel Pinkwater
1997-2008,0.7816439737771054,0.9967839238720382,0.9962316569311868,standalone,The Witch's Boy,Michael Gruber
1997-2008,0.7821482602118003,0.9967998248864438,0.996238780453056,series,The Threat Within,Jude Watson
1997-2008,0.7826525466464952,0.996815714268798,0.9962530274967945,series,The Last Leopard,Lauren St. John
1997-2008,0.7831568330811901,0.996831557122946,0.9962601510186636,series,The Trail of the Jedi,Jude Watson
1997-2008,0.783661119515885,0.9968473069206821,0.9962672745405329,standalone,The Last Dog on Earth,Daniel Ehrenhaft
1997-2008,0.7841654059505799,0.9968630218222637,0.996274398062402,standalone,Sheep,Valerie Hobbs
1997-2008,0.7846696923852748,0.9968787134597422,0.9962815215842713,series,The Only Witness,Jude Watson
1997-2008,0.7851739788199698,0.9968943818331178,0.9962886451061405,series,Jinx on the Divide,Elizabeth Kay
1997-2008,0.7856782652546647,0.9969099222539268,0.9962957686280097,series,Sir Kendrick and the Castle of Bel Lione,Chuck Black
1997-2008,0.7861825516893596,0.9969254626747358,0.9963028921498789,series,The Skull of Truth,Bruce Coville
1997-2008,0.7866868381240545,0.9969408053506692,0.9963100156717482,series,"Neon Genesis Evangelion, Vol. 10",Yoshiyuki Sadamoto
1997-2008,0.7871911245587494,0.9969560898663452,0.9963171391936173,series,Deceptions,Jude Watson
1997-2008,0.7876954109934443,0.9969712464294546,0.9963242627154866,standalone,The Ghost's Child,Sonya Hartnett
1997-2008,0.7881996974281392,0.9969863215682034,0.9963313862373557,series,The Glitch in Sleep,John Hulme
1997-2008,0.7887039838628341,0.9970013850749008,0.996338509759225,series,The Year of Disappearances,Susan Hubbard
1997-2008,0.789208270297529,0.9970164253174951,0.9963456332810942,standalone,Black Juice,Margo Lanagan
1997-2008,0.789712556732224,0.9970313957677804,0.9963527568029634,series,The Iron Tree,Cecilia Dart-Thornton
1997-2008,0.7902168431669188,0.9970463429539628,0.9963670038467018,standalone,The Voices of a Distant Star,Makoto Shinkai
1997-2008,0.7907211296016137,0.9970612785080936,0.9963812508904403,series,Snow-Walker,Catherine Fisher
1997-2008,0.7912254160363086,0.9970761907981214,0.9963883744123094,series,Keeper of the Grail,Michael P. Spradlin
1997-2008,0.7917297024710035,0.9970911030881492,0.9963954979341787,standalone,The Rope Trick,Lloyd Alexander
1997-2008,0.7922339889056984,0.997105945585868,0.9964026214560479,standalone,Leven als Lauren,Melanie Rose
1997-2008,0.7927382753403933,0.9971207182912777,0.9964097449779171,standalone,The Dream Merchant,Isabel Hoving
1997-2008,0.7932425617750882,0.9971354561005329,0.9964239920216555,series,The Restorer,Sharon Hinck
1997-2008,0.7937468482097831,0.9971501822777367,0.9964311155435247,standalone,Beauty,Nancy Butcher
1997-2008,0.794251134644478,0.9971648968228889,0.9964453625872631,series,Here Be Monsters!,Alan Snow
1997-2008,0.794755421079173,0.9971794717834231,0.9964524861091324,standalone,Horns and Wrinkles,Joseph Helgerson
1997-2008,0.7952597075138679,0.9971940002157513,0.9964596096310016,series,"Yu-Gi-Oh! Duelist, Vol. 1: Duelist Kingdom",Kazuki Takahashi
1997-2008,0.7957639939485628,0.9972084821198735,0.9964667331528708,series,Circle of Desire,Keri Arthur
1997-2008,0.7962682803832577,0.9972229291278412,0.9964809801966092,standalone,Alyzon Whitestarr,Isobelle Carmody
1997-2008,0.7967725668179526,0.9972372249191392,0.9964881037184784,series,The Dragons of Babel,Michael Swanwick
1997-2008,0.7972768532526475,0.9972514974463343,0.9964952272403477,standalone,The Wishing Game,Patrick Redmond
1997-2008,0.7977811396873424,0.9972657583414779,0.9965165978059553,standalone,Fearless,Tim Lott
1997-2008,0.7982854261220373,0.99728000760457,0.9965308448496937,series,Truancy,Isamu Fukui
1997-2008,0.7987897125567323,0.9972942452356106,0.9965379683715629,standalone,Teenage Mermaid,Ellen Schreiber
1997-2008,0.7992939989914272,0.9973082153294666,0.9965450918934321,series,"Simon Bloom, The Gravity Keeper",Michael Reisman
1997-2008,0.7997982854261221,0.9973221156310136,0.9965522154153014,series,Poppy's Return,Avi
1997-2008,0.800302571860817,0.9973360159325605,0.9965593389371705,series,Dødens terning,Kenneth Bøgh Andersen
1997-2008,0.8008068582955119,0.9973498929700045,0.9965664624590398,series,Into the Woods,Lyn Gardner
1997-2008,0.8013111447302067,0.9973637467433455,0.996573585980909,standalone,Just a Minute!: A Trickster Tale and Counting Book,Yuyi Morales
1997-2008,0.8018154311649016,0.9973775074602744,0.9965807095027782,standalone,King Arthur and the Knights of the Round Table,Joshua E. Hanft
1997-2008,0.8023197175995965,0.9973912681772034,0.9965878330246474,series,The Lost Heiress,Catherine Fisher
1997-2008,0.8028240040342914,0.9974050172620808,0.9965949565465166,series,Le Souffle de la Hyène,Pierre Bottero
1997-2008,0.8033282904689864,0.9974186616584947,0.9966020800683858,series,The Magic Spell,Linda Chapman
1997-2008,0.8038325769036813,0.997432247894651,0.9966092035902551,standalone,Apeshit,Carlton Mellick III
1997-2008,0.8043368633383762,0.9974457992346529,0.9966163271121242,standalone,Disney's Mulan Classic Storybook (The Mouse Works Classics Collection),Lisa Ann Marsoli
1997-2008,0.8048411497730711,0.9974592924143972,0.9966305741558626,standalone,They Came on Viking Ships,Jackie French
1997-2008,0.805345436207766,0.9974727739620901,0.9966376976777319,standalone,Cititorul din pestera,Rui Zink
1997-2008,0.8058497226424609,0.9974862438777314,0.9966448211996011,series,Believing,Wendy Corsi Staub
1997-2008,0.8063540090771558,0.9974997021613212,0.9966590682433395,standalone,Mermaid Park,Beth Mayall
1997-2008,0.8068582955118507,0.9975130906526021,0.9966733152870779,standalone,Pish Posh,Ellen Potter
1997-2008,0.8073625819465456,0.9975264558797798,0.9966875623308163,series,The Wall and the Wing,Laura Ruby
1997-2008,0.8078668683812406,0.9975398211069577,0.9966946858526856,series,Beyond the Reflection's Edge,Bryan Davis
1997-2008,0.8083711548159355,0.997553128173878,0.9967018093745548,standalone,Utalentowana,Nikita Lalwani
1997-2008,0.8088754412506304,0.9975664003446437,0.996708932896424,standalone,Story Time,Edward Bloor
1997-2008,0.8093797276853253,0.9975795561948945,0.9967160564182932,series,Blaze of Glory,Michael Pryor
1997-2008,0.8098840141200202,0.9975926189887332,0.9967231799401625,blockbuster_franchise,"The Criminal Mastermind Collection, Bks 1-3 (Artemis Fowl, #1-3)",Eoin Colfer
1997-2008,0.8103883005547151,0.9976056701505204,0.99674455050577,series,Waking Rose,Regina Doman
1997-2008,0.81089258698941,0.9976186747841016,0.9967516740276393,standalone,The Book of Joby,Mark J. Ferrari
1997-2008,0.8113968734241049,0.9976315165689617,0.9967587975495085,series,Barbarian,Lynne Ewing
1997-2008,0.8119011598587998,0.9976443467217704,0.9967659210713777,series,Ghost Roads,Christopher Golden
1997-2008,0.8124054462934948,0.99765710708227,0.9967730445932469,series,The Sphere of Secrets,Catherine Fisher
1997-2008,0.8129097327281896,0.9976698441786666,0.9967801681151162,series,Sons of Entropy,Christopher Golden
1997-2008,0.8134140191628845,0.9976825580109602,0.9967872916369853,standalone,Angel Dust Apocalypse,Jeremy Robert Johnson
1997-2008,0.8139183055975794,0.9976952602112023,0.9967944151588546,series,"Cursed Pirate Girl: The Collected Edition, Volume One",Jeremy A. Bastian
1997-2008,0.8144225920322743,0.9977079391473413,0.9968015386807237,series,Reckoning,Kate Cary
1997-2008,0.8149268784669692,0.9977205133950169,0.996808662202593,standalone,"Captain Nemo: 20,000 Leagues Under the Sea and the Mysterious Island",Jules Verne
1997-2008,0.8154311649016641,0.9977330876426924,0.9968157857244622,standalone,The Gods of Pegana,Lord Dunsany
1997-2008,0.815935451336359,0.997745615362162,0.9968229092463314,series,The Dangerous Games,Jude Watson
1997-2008,0.8164397377710539,0.99775813144958,0.9968300327682006,standalone,By These Ten Bones,Clare B. Dunkle
1997-2008,0.8169440242057489,0.997770577744689,0.9968371562900699,series,Shield of Stars,Hilari Bell
1997-2008,0.8174483106404438,0.997783000775695,0.996844279811939,series,A Door in the Woods,James Dashner
1997-2008,0.8179525970751387,0.997795377278495,0.9968514033338083,series,涼宮ハルヒの暴走 [Suzumiya Haruhi no Bōsō],Nagaru Tanigawa
1997-2008,0.8184568835098336,0.9978077537812949,0.9968585268556774,standalone,I Rode a Horse of Milk White Jade,Diane Lee Wilson
1997-2008,0.8189611699445285,0.9978201070199919,0.9968656503775467,series,Royal Destiny,Morgan Howell
1997-2008,0.8194654563792234,0.9978324486266374,0.9968727738994159,series,Alosha,Christopher Pike
1997-2008,0.8199697428139183,0.9978447786012313,0.9968798974212851,series,Changeling,Delia Sherman
1997-2008,0.8204740292486132,0.9978571085758253,0.9968870209431543,standalone,The Boy Who Kicked Pigs,Tom Baker
1997-2008,0.8209783156833081,0.9978694385504193,0.9968941444650236,series,Power of Persuasion,Elizabeth Massie
1997-2008,0.8214826021180031,0.9978816289403952,0.9969012679868927,series,The Master of Disguise,Jude Watson
1997-2008,0.821986888552698,0.9978937844342166,0.996908391508762,series,The Complete Brambly Hedge,Jill Barklem
1997-2008,0.8224911749873929,0.9979059050318836,0.9969155150306311,standalone,Die Eisfestung,Jonathan Stroud
1997-2008,0.8229954614220878,0.99791794420519,0.9969226385525004,series,The Hollow People,Brian Keaney
1997-2008,0.8234997478567827,0.9979298903220843,0.9969297620743696,series,Singing the Dogstar Blues,Alison Goodman
1997-2008,0.8240040342914775,0.9979418015428241,0.9969368855962388,series,Target,Joe Craig
1997-2008,0.8245083207261724,0.9979537011315125,0.996944009118108,series,The Shadow Trap,Jude Watson
1997-2008,0.8250126071608673,0.9979655890881493,0.9969511326399773,standalone,Die Spur ins Schattenland,Jonathan Stroud
1997-2008,0.8255168935955622,0.9979774654127346,0.9969582561618464,series,The Followers,Jude Watson
1997-2008,0.8260211800302572,0.9979893417373199,0.9969653796837157,standalone,Tam gdzie spadają Anioły,Dorota Terakowska
1997-2008,0.8265254664649521,0.9980011947978022,0.9969796267274541,standalone,The House Next Door,Richie Tankersley Cusick
1997-2008,0.827029752899647,0.9980130129621301,0.9969867502493233,standalone,Kringle,Tony Abbott
1997-2008,0.8275340393343419,0.9980247497020973,0.9969938737711925,series,The Hidden Coronet,Catherine Fisher
1997-2008,0.8280383257690368,0.9980364515459101,0.9970009972930617,standalone,Wunder einer Winternacht - Die Weihnachtsgeschichte,Marko Leino
1997-2008,0.8285426122037317,0.9980481301256199,0.997008120814931,series,The Coming of Dragons,A.J. Lake
1997-2008,0.8290468986384266,0.9980597505450721,0.9970152443368001,series,Bethany the Ballet Fairy,Daisy Meadows
1997-2008,0.8295511850731215,0.9980713593324728,0.9970223678586694,series,Finding the Fox,Ali Sparkes
1997-2008,0.8300554715078164,0.9980828401673071,0.9970294913805385,series,Reborn! Vol. 03: Faintly Arrives!,Akira Amano
1997-2008,0.8305597579425114,0.9980943093700897,0.9970366149024078,series,Thieves Like Us,Stephen Cole
1997-2008,0.8310640443772063,0.998105766940821,0.997043738424277,series,Streams of Babel,Carol Plum-Ucci
1997-2008,0.8315683308119012,0.9981171430871916,0.9970508619461462,series,Connecting,Wendy Corsi Staub
1997-2008,0.8320726172465961,0.9981285076015107,0.9970651089898847,series,"How to Train Your Viking, by Toothless the Dragon",Cressida Cowell
1997-2008,0.832576903681291,0.9981398255876239,0.9970722325117538,series,Olivia Kidney,Ellen Potter
1997-2008,0.8330811901159859,0.998151143573737,0.9970793560336231,standalone,Feather Boy,Nicky Singer
1997-2008,0.8335854765506808,0.9981624150316442,0.9970864795554922,series,Tempted Champions,Yvonne Navarro
1997-2008,0.8340897629853757,0.9981736748574999,0.9970936030773615,series,"Hack//Another Birth, Volume 1: Infection",Miu Kawasaki
1997-2008,0.8345940494200706,0.9981849346833555,0.9971007265992307,series,The Final Showdown,Jude Watson
1997-2008,0.8350983358547656,0.9981961596130565,0.9971149736429691,series,Switchers,Kate Thompson
1997-2008,0.8356026222894604,0.9982073031183971,0.9971220971648384,series,Krystalhjertet - Historien om Mira,Josefine Ottesen
1997-2008,0.8361069087241553,0.9982184349916863,0.9971363442085768,series,"The Chronicles of Spiderwick: A Grand Tour of the Enchanted World, Navigated by Thimbletack",Tony DiTerlizzi
1997-2008,0.8366111951588502,0.9982295436008723,0.9971434677304459,series,The Lighthouse Land,Adrian McKinty
1997-2008,0.8371154815935451,0.9982406289459553,0.9971505912523152,series,Avatar Volume 2: The Last Airbender,Michael Dante DiMartino
1997-2008,0.83761976802824,0.9982516561307809,0.9971577147741844,series,Divine One,Lynne Ewing
1997-2008,0.8381240544629349,0.9982626833156065,0.9971648382960536,series,Day of the Scarab,Catherine Fisher
1997-2008,0.8386283408976298,0.9982736988683806,0.997179085339792,series,The Nobodies,N.E. Bode
1997-2008,0.8391326273323247,0.998284632996794,0.9971862088616612,series,Prey,Stephen Cole
1997-2008,0.8396369137670197,0.9982955438611045,0.9971933323835304,series,Poderosa,Sérgio Klein
1997-2008,0.8401412002017146,0.998306431461312,0.9972075794272688,series,The Last Vampire and Black Blood,Christopher Pike
1997-2008,0.8406454866364095,0.9983172376371591,0.997214702949138,series,Doctor Who: The Eight Doctors,Terrance Dicks
1997-2008,0.8411497730711044,0.9983280321809546,0.9972218264710072,standalone,Never Trust a Dead Man,Vivian Vande Velde
1997-2008,0.8416540595057993,0.99833882672475,0.9972289499928765,standalone,"Curses, Inc. and Other Stories",Vivian Vande Velde
1997-2008,0.8421583459404942,0.998349609636494,0.9972360735147456,standalone,O Rapaz que Ouvia as Estrelas,Tim Bowler
1997-2008,0.8426626323751891,0.9983603809161864,0.9972431970366149,series,Exile,Grace Cavendish
