first_publish_year,theme_label,theme_popularity,book_count,avg_popularity_score,year_popularity,popularity_share,popularity_share_pct
2018,Science Fiction,210.2460090005404,51,0.021496797673186203,1131.59789017998,0.18579568840226532,18.579568840226532
2019,Dystopian / Post-Apocalyptic,86.27816407255641,28,-0.22779578422504893,739.6361044083654,0.11664947608468933,11.664947608468932
2019,Epic / High Fantasy,193.52351424656771,43,0.24332833070853696,739.6361044083654,0.2616469275811882,26.164692758118818
2019,Middle Grade Fantasy,112.55263722346945,28,-0.058990850215265477,739.6361044083654,0.1521729895993926,15.21729895993926
2019,Mythology Adventure,31.213399218466666,8,0.22070242426528117,739.6361044083654,0.042201021600256045,4.220102160025604
2019,Paranormal / Supernatural,58.32589937897643,15,0.23399294807348378,739.6361044083654,0.07885756121333651,7.8857561213336504
2019,Paranormal Romance,22.260258240404678,8,0.3476022075735122,739.6361044083654,0.030096229899716224,3.0096229899716223
2019,Romantasy,50.617588486589554,14,0.17223857891108602,739.6361044083654,0.06843579996284598,6.843579996284597
2019,Science Fiction,184.86464354133452,46,-0.17202942876128563,739.6361044083654,0.24993999405857514,24.993999405857515
2020,Dystopian / Post-Apocalyptic,24.501893438000177,9,0.07909930880484688,311.06138839141533,0.07876867509884869,7.876867509884869
2020,Epic / High Fantasy,83.99963837939518,20,0.015098319630114366,311.06138839141533,0.27004199657752637,27.004199657752636
2020,Middle Grade Fantasy,57.07370341049779,14,-0.2095596248675655,311.06138839141533,0.18348051394498602,18.3480513944986
2020,Mythology Adventure,13.063001807272073,4,0.0795219656900831,311.06138839141533,0.041994931851955256,4.199493185195526
2020,Paranormal / Supernatural,41.92526079455814,11,0.1117115303399736,311.06138839141533,0.13478130799635818,13.478130799635817
2020,Paranormal Romance,24.475235249676185,8,0.3918422628369523,311.06138839141533,0.07868297436799987,7.8682974367999865
2020,Romantasy,12.627377982446227,4,-0.138289946722841,311.06138839141533,0.040594488591933243,4.059448859193324
2020,Science Fiction,53.39527732956954,14,-0.18194077626321087,311.06138839141533,0.17165511157039232,17.16551115703923
2021,Epic / High Fantasy,17.697465323139173,3,-0.5528238302328965,29.809636614963797,0.5936826923363241,59.36826923363241
2021,Middle Grade Fantasy,2.903960894009653,1,-0.6440571499266481,29.809636614963797,0.09741684984351427,9.741684984351426
2021,Mythology Adventure,2.903960894009653,1,-0.6440571499266481,29.809636614963797,0.09741684984351427,9.741684984351426
2021,Paranormal / Supernatural,3.152124751902658,1,-0.1477294341406383,29.809636614963797,0.10574180398832367,10.574180398832366
2021,Paranormal Romance,3.152124751902658,1,-0.1477294341406383,29.809636614963797,0.10574180398832367,10.574180398832366
